true_label_sequence,predicted_label_sequence
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000004444444444444444444440000000000000003333333300003333333330000000000000111111111111111100000000000000000005555555555555555555000000000000000000077777777777770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,55000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,22000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000,33300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000,33333333300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000,44440000033333333333330000000002222222200000000000000000000000000000000000055555550000000000000000000000000000000777777777777000000000888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000,44444444444443333333333333333333322222222222222222222111111111111111111111155555555555555555555000000006666666666000000777777777777777777777777888888888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000,44444444444444444444433333333333333333333332222222222222222222211111111111111111111111555555555555555555500000666666666666666600077777777777777777777777788888888888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000,00004444444444444444444444444433333333333333333333333222222222222222222211111111111111111111111555555555555555555550000666666666666666666607777777777777777777777778888888888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000,00000000000000044444444444444444444444443333333333333333333333322222222222222222221111111111111111111111555555555555555555555000666666666666666666666777777777777777777777777888888888888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000,00000000000000000000000004444444444444444444444444333333333333333333333332222222222222222222111111111111111111111155555555555555555555500006666666666666666666777777777777777777777777788888888888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880,00000000000000000000000000000000000444444444444444444444444443333333333333333333333222222222222222222211111111111111111111115555555555555555555550000666666666666666666677777777777777777777777778888888888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
44444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000004444444444444444444444444333333333333333333333222222222222222222111111111111111111111111111555555555555555555555555555555666666666666666600007777777777777777777777788888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444433333333333333333333322222222222222222211111111111111111111111111155555555555555555555555555555566666666666666660000777777777777777777777778888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444444443333333333333333333322222222222222222221111111111111111111111111115555555555555555555555555555556666666666666666660777777777777777777777777888888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444444333333333333333333332222222222222222222111111111111111111111111111555555555555555555555555555556666666666666666666077777777777777777777777788888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444433333333333333333333322222222222222222211111111111111111111111111155555555555555555555555555555666666666666666666007777777777777777777777778888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444443333333333333333333332222222222222222221111111111111111111111111115555555555555555555555555555556666666666666666600077777777777777777777777888888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444333333333333333333332222222222222222222111111111111111111111111111555555555555555555555555555555666666666666666666077777777777777777777777788888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444433333333333333333333222222222222222222211111111111111111111111111155555555555555555555555555555666666666666666666607777777777777777777777778888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444443333333333333333333332222222222222222221111111111111111111111111115555555555555555555555555555566666666666666666000077777777777777777777777888888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444333333333333333333333222222222222222222111111111111111111111111111055555555555555555555555555555066666660000000000000777777777777777777777788888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444444433333333333333333333322222222222222222211111111111111111111111111155555555555555555555555555555566666666666666600000077777777777777777777778888888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,22000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444443333333333333333333322222222222222222221111111111111111111111111110555555555555555555555555555556666666666666660000007777777777777777777777888888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
