true_label_sequence,predicted_label_sequence
000000000000000000000000000000000000000004444444444444444440003333333333333333333330002222222222222222222222220111111111111111111111111155555555555555555555555550000000000000006666666666666666666666667777777777777777777770000000000088888888888888888880000000000000000000000000000000000000000000000000,111144444444444444444444400000000000111111111111111111111111100000000000000000000000111555111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000500000000000000557000777775577777555000888888888888888888888888888800000000000000000007000000770000000000000000000000000
000000000000000000000000000000000000000000000044444444444444444400033333333333333333333300022222222222222222222222201111111111111111111111111555555555555555555555555500000000000000066666666666666666666666677777777777777777777700000000000888888888888888888800000000000000000000000000000000000000000000,100044444444444444444444444444444444444444440433333111110001111111000000000000000000000011111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000010000000000111000005551111555555555555550006000006666088885555558888555555000000055550577777777777700000000000000000000
000000000000000000000000000000000000000000000000000444444444444444444000333333333333333333333000222222222222222222222222011111111111111111111111115555555555555555555555555000000000000000666666666666666666666666777777777777777777777000000000008888888888888888888000000000000000000000000000000000000000,111111111111114444444444444444444444444444444444111333431111100011111110110001000144444400000311133333111111111111111111100000000000000000000000000000000000000000000000000000000011100111110000000000000000005010105555505550055000060000066660000005555500005555500000000555555777777770000000000000000000
000000000000000000000000000000000000000000000000000000004444444444444444440003333333333333333333330002222222222222222222222220111111111111111111111111155555555555555555555555550000000000000006666666666666666666666667777777777777777777770000000000088888888888888888880000000000000000000000000000000000,000000000444444444444444444444444444444400000000000111111111111111111111111000000000000000000000000111155111111111111111111110000000000000000000000000000000000000000000000000000000000000007007700000000000000000777777777770000777770000000000008888888888888888888800000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000044444444444444444400033333333333333333333300022222222222222222222222201111111111111111111111111555555555555555555555555500000000000000066666666666666666666666677777777777777777777700000000000888888888888888888800000000000000000000000000000,000000000000222222211111444444444444444444440000000000001111111111111111111111110000000000000000000000001110551111111111111111111100000000000000000000000000000000000000000000000000000000000000077777705000000000000077777777777700077777700000880000888888888888888888888000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000444444444444444444000333333333333333333333000222222222222222222222222011111111111111111111111115555555555555555555555555000000000000000666666666666666666666666777777777777777777777000000000008888888888888888888000000000000000000000000,000000000000004442222244344111100044444444000444400000000000011111111111111111111111110000000000000000000000001105555111111111111111111000000000000000000000000000000000005555500000000000000000000000007770055500007770007777777777777777777777000088888888888888888888888888888000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440003333333333333333333330002222222222222222222222220111111111111111111111111155555555555555555555555550000000000000006666666666666666666666667777777777777777777770000000000088888888888888888880000000000000000000,330000000000000000000000444444040000444444444440000440000000000000011111111111111111111111100000000000000000000000005555555555515111111111100000000000000000000000000000000000055555550000777700000000000007777777777000777777777777777777777777777770000888888888888888880888888888880000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400033333333333333333333300022222222222222222222222201111111111111111111111111555555555555555555555555500000000000000066666666666666666666666677777777777777777777700000000000888888888888888888800000000000000,344444444000333333300000000004444444444444444444444400444440000000000401111113311111111111111111000000000000000000000001110551111111111111111111100000000000000000000000000000000000000000000000000000000000000000070005500000000000077777777777777777777700008888000088888888888888888888800000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000333333333333333333333000222222222222222222222222011111111111111111111111115555555555555555555555555000000000000000666666666666666666666666777777777777777777777000000000008888888888888888888000000000,444444444400000000000000000000000044444344444444444444444004444400000000000011111111111111111111111110000000000000000000000001105551111111111111111111000000000000000000000000500000000005555500000000000000000000000777777777700007770007777777777777777777777700088888888888888888888888888880000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440003333333333333333333330002222222222222222222222220111111111111111111111111155555555555555555555555550000000000000006666666666666666666666667777777777777777777770000000000088888888888888888880000,444444444444444403330333333000000000000000000011111111111111111111111110000000000001111111111111110111111000000000000000000000000005555555555555555550000000000000000000000000000000000077777777777777777777770000000000888880000700000070000000088888888888888800000008888888000008888888888888888800000000
444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,333333333333333330000000000000000000000000000000000000000011111111111111111111555555555555555555550000000000000000000000000000000000000000007777777777777777778888888888888888888888800000000000000000000000000000000000000000005550000007000000000660666666666600077000777770007777777777777000000008888888
000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,444000034334333333333300000000000000000000000000000000000000001111111111111111111115555555555555555555500000000000000000000000000000000000000000077777777777777777788888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,444444444433333333333333333000000000000000000000000000000000000000001111111111111111111155555555555555555555000000000000000000000000000000000000000000777777777777777777888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,444444444444443333333333333333330000000000000000000000000000000000000000111111111111111111111555555555555555555500000000000000000000000000000000000000000007777777777777777778888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,444444444444444444433333333333333333300000000000000000000000000000000000000001111111111111111111115555555555555555555000000000000000000000000000000000000000000077777777777777777788888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000444444444444444444033333333333333333000000000000000000000000000000000000000011111111111111111111155555555555555555550000000000000000000000000000000000000000000777777777777777770888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000044444444444444444443333333333333333330000000000000000000000000000000000000000111111111111111111111555555555555555555500000000000000000000000000000000000000000007777777777777777778888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000044444444444444444433333333333333333300000000000000000000000000000000000000001111111111111111111115555555555555555555000000000000000000000000000000000000000000077777777777777777788888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000444444444444444444333333333333333333000000000000000000000000000000000000000011111111111111111111155555555555555555550000000000000000000000000000000000000000000777777777777777777888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000444444444444444444443333333333333333330000000000000000000000000000000000000000111111111111111111111555555555555555555500000000000000000000000000000000000000000007777777777777777708888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000,440000000000000000000000000044444444444444444444433333333333333333300000000000000000000000000000000000000001111111111111111111115555555555555555555000000000000000000000000000000000000000000077777777777777777088888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000044444444444444444433333333333333333000000000000000000000000000000000000000011111111111111111111155555555555555555550000000000000000000000000000000000000000000777777777777777770888888888888888888888000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000004444444444444444443333333333333333330000000000000000000000000000000000000001111111111111111111111555555555555555555500000000000000000000000000000000000000000007777777777777777708888888888888888888880000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000000000000000000000000000000000,400000440000000000000000000000000000000000000044444444444444444433333333333333333300000000000000005000000000000000000000000011111111111111111115555555555555555557770000000000888888888888888800000000000000777777777777777777088888888888888888888800000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000000000000000000000000000000000,444444444444444400033333333333333333302222222222222222222211111111111111111111110000000555555555555555555555500000000000000000000666666666666666660000000777777777777777700000000008888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000000000000000000,000004444444444444444003333333333333333330022222222222222222220111111111111111111111100000055555555555555555555555000000000000000000006666666666666666600000007777777777777777000000000088888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000000000000000000,000000000044444444444444440003333333333333333300222222222222222222221111111111111111111111000000555555555555555555555550000000000000000000066666666666666666000000077777777777777770000000000888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000000000000000000,000000000000000444444444444444400033333333333333333002222222222222222222011111111111111111111110000000555555555555555555555500000000000000000000666666666666666660000000777777777777777700000000008888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000000000000000000,000000000000000000004444444444444444000333333333333333330022222222222222222220111111111111111111111100000005555555555555555555555000000000000000000006666666666666666600000007777777777777777000000000088888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000000000000000000,000000000000000000000000044444444444444440003333333333333333300222222222222222222221111111111111111111111000000555555555555555555555550000000000000000000066666666666666666000000077777777777777770000000000888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000000000000000000,000000000000000000000000000000444444444444444400033333333333333333002222222222222222222011111111111111111111110000000555555555555555555555500000000000000000000666666666666666666000000777777777777777700000000008888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880000000000000000,000000000000000000000000000000000004444444444444444000333333333333333330022222222222222222220111111111111111111111100000005555555555555555555555000000000000000000006666666666666666660000007777777777777777000000000088888888888888888000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444400000033333333333333333333000000000000000000000011111111111111111110000000000000000055555555555555555500000000000000000000077777777777777777708888888888888888888800000000000,000000000000000000000000000000000000000044444444444444440003333333333333333300222222222222222222201111111111111111111111000000555555555555555555555550000000000000000000066666666666666666000000077777777777777770000000000888888888888888880000000000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444000000333333333333333333330000000000000000000000111111111111111111100000000000000000555555555555555555000000000000000000000777777777777777777088888888888888888888000000,000000000000000000000000000000000000000000000444444444444444400033333333333333333002222222222222222222211111111111111111111110000005555555555555555555555500000000000000000000666666666666666660000000777777777777777700000000008888888888888888800000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444440000003333333333333333333300000000000000000000001111111111111111111000000000000000005555555555555555550000000000000000000007777777777777777770888888888888888888880,000000000000000000000000000000000000000000000000004444444444444444000333333333333333330022222222222222222222111111111111111111111100000005555555555555555555555000000000000000000006666666666666666660000007777777777777777000000000088888888888888888000000000000000000000000000000000000000000000000000000
444444444444444400033333333333333333332222222222222222220000001111111111111111111100000000000000000000000000000000000000055555555555555555555006666666666666666600000000077777777777777777778888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000044444444444444444444440033333333333333333333300000000022222111122131322222222222220000000000000001111511555555550000000000000000000000000000077777777777777777777777700000000077000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008888880000
000004444444444444444000333333333333333333322222222222222222200000011111111111111111111000000000000000000000000000000000000000555555555555555555550066666666666666666000000000777777777777777777788888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000444444444444444444444400333333333333333333333000000000022211111111313222222222222200000000000000011115111551555500000000000000000000000000000777777777777777777777777000000000770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088880
000000000044444444444444440003333333333333333333222222222222222222000000111111111111111111110000000000000000000000000000000000000005555555555555555555500666666666666666660000000007777777777777777777888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000004444444444444444444444003333333333333333333330000000002222211122233330022222222222000000000000000000555555555555000000000000000000000000000000007777777777777777777770000000007700000000000000000000880000000000000000000000000000000000000000000000000000000000000000000
000000000000000444444444444444400033333333333333333332222222222222222220000001111111111111111111100000000000000000000000000000000000000055555555555555555555006666666666666666600000000077777777777777777778888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000044444444444444444444440033333333333333333333300003000002222111112131022222222222220000000000000001111111111115500000000000000000000000000000077777777777777777777777700000000077000000000000800000000000000000000000000000000000000000000000000000000000000000000000
000000000000000000004444444444444444000333333333333333333322222222222222222200000011111111111111111111000000000000000000000000000000000000000555555555555555555550066666666666666666000000000777777777777777777788888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000444444444444444444444440333333333333333333333300000000022221112233333300220222222200000000000000000055555555555500000000000000000000000000000000000777777777777777777000000000070000000000000000000088000000000000000000000000000000000000000000000000000000000
000000000000000000000000044444444444444440003333333333333333333222222222222222222000000111111111111111111110000000000000000000000000000000000000005555555555555555555500666666666666666660000000007777777777777777777888888888888888888800000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000004444444444444444444444003333333333333333333000000000002222211122222222222222222220000000000000000111555555555555000000000000000000000000000007777777777777777777777000000888888800080000888888888808888880000000000000000000000000000000000000000000000000
000000000000000000000000000000444444444444444400033333333333333333332222222222222222220000001111111111111111111100000000000000000000000000000000000000055555555555555555555006666666666666666600000000077777777777777777778888888888888888888000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000044444444444444444444440033333333333333333330000000000022222111222222222222222222200000000000000000005555555555550000000000000000000000000000077777777777777777777770000008888888000800088888888888088888800000000000000000000000000000000000000000000
000000000000000000000000000000000004444444444444444000333333333333333333322222222222222222200000011111111111111111111000000000000000000000000000000000000000555555555555555555550066666666666666666000000000777777777777777777788888888888888888880000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000444444444444444444444400333333333333333333330000002222222222122222222222222222222000000000000000011155515555555500000000000000000000000000000777777777777777777777700000088888888888808800000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000044444444444444440003333333333333333333222222222222222222000000111111111111111111110000000000000000000000000000000000000005555555555555555555500666666666666666660000000007777777777777777777888888888888888888800000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000004444444444444444444444003333333333333333333000000002222222221222222222222222222220000000000000000001155155555555000000000000000000000000000007777777777777777777777000000880000888000000000000000000000000000000000000000000000000000000000
000000000000000000000000000000000000000000000444444444444444400033333333333333333332222222222222222220000001111111111111111111100000000000000000000000000000000000000055555555555555555555006666666666666666600000000077777777777777777778888888888888888888000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444440033333333333333333330000000022222222211222222222222222222200000000000000000005555555555550000000000000000000000000000077777777777777777777770000008888888088880888888888880000000000000000000000000000000000000
000000000000000000000000000000000000000000000000004444444444444444000333333333333333333322222222222222222200000011111111111111111111000000000000000000000000000000000000000555555555555555555550066666666666666666000000000777777777777777777788888888888888888880000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444400333333333333333333300000000000222222112222222222222022222000000000000000000055555555555500000000000000000000000000000777777777777777777777700000088888800008000888888888800888888000000000000000000000000
000000000000000000000000000000000000000000000000000000044444444444444440003333333333333333333222222222222222222000000111111111111111111110000000000000000000000000000000000000005555555555555555555500666666666666666660000000007777777777777777777888888888888888888800000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444003333333333333333333300000000002222221222222222222222222220000000000000000000555555555555000000000000000000000000000007777777777777777777777000000888888000080008888888888008888800000000000000000000
000000000000000000000000000000000000000000000000000000000000444444444444444400033333333333333333332222222222222222220000001111111111111111111100000000000000000000000000000000000000055555555555555555555006666666666666666600000000077777777777777777778888888888888888888000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444400033333333333333033300000000220222222211122222222222001102000000000000000000000555555555550000000000000000000000000000077777777777777777777770000008888888088880088888888888088880000000000000000
000000000000000000000000000000000000000000000000000000000000000004444444444444444000333333333333333333322222222222222222200000011111111111111111111000000000000000000000000000000000000000555555555555555555550066666666666666666000000000777777777777777777788888888888888888880000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444440000333333333333000000000001111111112111111111011122222222222200000000000000000005555555555500000000000000000000000000000777777777777777777777700000088888880888888888888888880000000000000000
000000000000000000000000000000000000000000000000000000000000000000000044444444444444440003333333333333333333222222222222222222000000111111111111111111110000000000000000000000000000000000000005555555555555555555500666666666666666660000000007777777777777777777888888888888888888800000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444003333333333333303330000000000000021111111111121222222222222000000000000000000555555555555000000000000000000000000000000777777777777777777777000000888888800088008888888888888888880000
000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444400033333333333333333332222222222222222220000001111111111111111111100000000000000000000000000000000000000055555555555555555555006666666666666666600000000077777777777777777778888888888888888888000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444400033333333333333030000000000100002222111122222222222222222200000000000000000005555555555550000000000000000000000000000077777777777777777777770000008888888008888088888888880888888
000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444000333333333333333333322222222222222222200000011111111111111111111000000000000000000000000000000000000000555555555555555555550066666666666666666000000000777777777777777777788888888888888888880000000000000,000000000000440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444440000033333333333300000000001111111111111111111011122222222222200000000000000000005555555555500000000000000000000000000000777777777777777777777000000088888880000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444440003333333333333333333222222222222222222000000111111111111111111110000000000000000000000000000000000000005555555555555555555500666666666666666660000000007777777777777777777888888888888888888800000000,000000000000000044440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444440003333333333333300000000011111111121111111110122222222222222000000000000000000055155555555000000000000000000000000000007777777777777777777777000000888888808888808888888
