true_label_sequence,predicted_label_sequence
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444444400000000000003333333333332222222000000000000000000022222222222220000000000011111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444433333333333300000000000000000000000002222222222211111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444444000000000000000333333333333222222222222220000000022222222222222222000000011111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444444000000000000003333333333322222222222200000000000000000000000000000000000000000001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444443333333333333000000000000000000000000000022222222211111111111000000000000000000000000000000000000000000000000000000000000000000000000000005555555550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444400000000000000003333333333222222222000000000000000000000000000000000000000000000000000000000000000000000000000000000000000555555555000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444444000000000000000033333333333333333333332222222222222222222222222222222111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444444400000000000000033333333333333333222222222222222222222222222222222222111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444440000000000000033333333333333333222222222222222222222222222222222222211111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444444440000000000000000333333333333333333333222222222222222222222222222222222000000111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444440000000000000000333333333333333333333222222222222222222222222222222221111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444000000000000000333333333333333333332222222222222222222222222222222221111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444000000000000003333333333333333222222222222222222222222222222222222221111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000666666666666666000000000777777777777777777788888888888888888000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444440000000000000000000333333333333300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000001111111111000000000000000005555555555555666666666666666666000000000777777777777777777778888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000,00000044444444444444444444000333333333333333333000000000000000000000000000111111111111110000000000000000055555555555566666666666666666600000007777777777777777777777888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000,00000000000000444444444444444444444333333333333333333333333322222222222200000000011111111111111111000000000555555555555555555566666666666666666660000007777777777777777777777888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000,00000000000000000000000000444444444444444444400033333333333333333333333222222222222000000011111111111111111100000000000000000555555555555666666666666666666600000777777777777777777777788888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880,00000000000000000000000000000000004444444444444444444000033333333333333333333330000000000000000000000011111111111111100000055555555555555555555556666666666666666666000007777777777777777777777888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
44444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000004444444444444444444444443333333333333333333333222222222222222222211111111111111111111111110000555555555555555555555555500000000000000000000000007777777777777777777778888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444333333333333333333333322222222222222222222111111111111111111111111000055555555555555555555555550000000000000000000000000077777777777777777777888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444444433333333333333333333332222222222222222222111111111111111111111111100005555555555555555555555555000000000000000000000000077777777777777777777788888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444333333333333333333333222222222222222222211111111111111111111111110005555555555555555555555555500000000000000000000000007777777777777777777778888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444444444333333333333333333333222222222222222222221111111111111111111111111000555555555555555555555555550000000000000000000000000777777777777777777777888888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444444433333333333333333333322222222222222222222111111111111111111111111100055555555555555555555555555000000000000000000000000077777777777777777777788888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444444443333333333333333333332222222222222222222211111111111111111111111110005555555555555555555555555500000000000000000000000007777777777777777777778888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444400000003333333333333333333333322222222222222222221111111111111111111111111000055555555555555555555555550000000000000000000000000077777777777777777777788888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444440000000333333333333333333333332222222222222222222111111111111111111111111100005555555555555555555555555500000000000000000000000007777777777777777777778888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444000000033333333333333333333333222222222222222222211111111111111111111111110000555555555555555555555555550000000000000000000000000777777777777777777777888888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000033333333333333333333333322222222222222222221111111111111111111111111000055555555555555555555555555000000000000000000000000077777777777777777777788888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444400000003333333333333333333333332222222222222222221111111111111111111111111100005555555555555555555555555000000000000000000000000077777777777777777777788888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
