true_label_sequence,predicted_label_sequence
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000030000002222000000000004303332030302002200440444444444432244000002333333333333333333222222223322222222222211111111111111150211115555548885555555555556555566006665555068680686666667777778777777777777788885888888888888888888888802828088800087080080080088802000088000017700000888880000000000000000480000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000003000000222200000000000430343200030000025004044444444443204400000233333333333333333322222222332222222222221111111111111111021111555584888555505555555655556000666555556808068666666777777777777777777778888088888888888888888888880282800880008700000000008880000008800001700000088888000000000000000000000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000300000022020000000000043034320003000002004404444444444324440000023333333333333333332222222433222222222222111111111111111102111155555588855555555555565555660066655555686666866666677777777777777777777888858888888888888888888888028280888000870800808800888008000880000177000008888800000000000000000000000050000000000000000000000000000000000000000000000000000000000000000000000000080000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000004303330000300000250440444444444432244000002333333333333333333222222223322202222222211111111111111150211115555558555555555555556555560006655555568666686666667777777777777777777788885888888888888888888888802828088000087080080080088800800088000017700000888880000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000430343000030000020044044444444443224400000233333333333333333322222222332222222222221111111111111115021111555554855555555555555655556050665555556866668666666777777777777777777778888588888888888888888888880282808800008708008000008880080008800001770000088888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000300000000000043033330003000000500404444444444024440000033333333333333333332222222233222222222222111111111111111512111155555485555555555555555555605066555550686666866666677777757777777777777888858888888888888888888808028280080000800000000000888008000880000070000000888000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000004303033000300000000044444444444402444000003333333333333333333222222223322222222222211111111111111151211115555558555555555555555555560506655555066666606666667777775777777777777788885888888888888888888880802828088800887080080800088800800088000017700000888880000000800000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000004300030000000004444444444440344400000333333333333333333322222222332222222222221111111111111111121111555585805555555555555555556055665555506666660666666777777575777777777778888588888888888888888888080282808888088000000080008880080708700000700000008888000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000430003000000000444444444444034440000033333333333333333332222222233222222222222111111111111111112111155552485555555555555555555605566555550626666066666677777757577777777777888858888888888888888888808020280880000800000008000888008070870000000000000800000000008000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004030000000000000344444444444403444000002333333333333333333222222223322222222222211111111111121151211115555848025555555555555555560556655555066666606666667777775777777777777788880888888888888888888880800008008000000000000000088800807007000007000000080000000000000000000000000000000000007000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000004444444444440344400100333333333333333333322222222312222222222221111111111111111121111555584842555555555555555558850665555506666668666666777777577777777777778888088888888888888888888080000800800000000000000000800000000700007000000008800000000080000000008080000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000444444444444034440000033333333333333333332222222231222222222222111111111111211112111155558404255555555555555555085566555550666666066666677777757777777777777888808888888888888888888808000080080000000800000000888008000870000700000000888080000008000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000004004030000300000000344444444444433444011003333333333333333333222222223122222222222211111111111111111211115555558555555555555555555588556655555666666666666667777777777777777777788885888888888888888888888800088088880880080080800088870807787777077700070888880000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000000000000000000000000000000000,44400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000400403000000000003034444444444443344431100233333333333333333322222222222222222222221111111111111111121111555555855555555555555555558855666555566666666666666777777777777771777778888588888888888888888888080000800800000000000000000880080708000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000000000000000000000000000000000,44000044444400000020022220111130300000001100000000000000000002200000500505500000500160006666000066660600077700007070000000000000000800888000000808808888808008008000000000000000000000000000008000000000000000000000000000000000000000000000000000000300000000000040000000000000000303444444444444334440110023333333333333333332222222223222222222222111111111111111112111155555585255555555555555555885566555556666666066666677777777777777777777888858888888888888888888808008080080000000000000000880708077000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880000000000000000000000000000000,43333333403334444444442200022222222211113111110011111011110000000020020220500055555555055555016606666665066666666777777777777777777060000000888088808800088880888888888888800000000000000000000000000000800000000008000000000000000000000000000000000000000000000000000000004000000000000000000344444444444403444001003333333333333333333222222220022222222222211111111111111111211115555888025555555555555505588556655555066666666666667777777777777777777788880888888888888888888880800008008000000000000000008000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444000000000000000003333333333333333333300000000000000000000000000000000000001111111111111111111111000000000055555555555555555555500000000000000000000000000000777777777777777777700000088888888888888888888000000000000000000000,44434333333333333444333444444444424444233202231111311111011111111111222222202222222555555555555555555501666666666566666655577777777777777777706000000088888880888808888888888888888880000000000000000000000000000080000000000800000000000000000000000000000000000000000000000000000000000000000000000000000044444444440004400000033333333333333003322222222000022222222201111111111112111121111555008802555555555555550558855065555506666660666666777777777777770777778888088888888888888888888880088888888888088000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444400000000000000000333333333333333333330000000000000000000000000000000000000111111111111111111111100000000005555555555555555555550000000000000000000000000000077777777777777777770000008888888888888888888800000000000,44444444444440033333333333333333334444444422222222222222111131111111111111111102220000222222255555555555555555555166666666656666666557777777777777777777600070008888888888888888888888888888888000000000000000000000000000008000000000080000000000008000000000000000000000000000000000000000000000000000000000000000004444444444000440000003333333333333300032222222200002200222220111111111111111112111155500080055555555555555050885806555550660686000606677777777777777777777888878888888888888888888888000888000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444440000000000000000033333333333333333333000000000000000000000000000000000000011111111111111111111110000000000555555555555555555555000000000000000000000000000007777777777777777777000000888888888888888888880,44444444444444444444444024333333333333343333444444442222222222222211111111111111111111110220000022022225555555555555555555016666666665666666655777777777777777777766007000888888888888888888888888888888800000000800000000000000080000800000000008000000000008800000000000000000000000000000000000000000000000000000000000000000044444444000004000000333333333330030000222202200000000002220011011111110110000011115000000000000555550000080000000650050000000000000007777077707770707777788000888888888888888888880
44444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000004000000000000000000000000000000344020000334443300300040444444444444444444444333333333333333333333222222222222222222211111111111111111111111122225555555555555555555555555555555555555505755555577777777777777777777777788888888888888888888888558870888000000000008800004000000000000000000000000000000000000000000000088800000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000030440000400000000000000003000000040000034400000033244330030004044444444444444444444433333333333333333333322222222222222222221111111111111111111111117222555555555555555555555555565555755755555575555507777777777777777777777778888888888888888888888755888778800000000000800000400000000000008000000800000000000000000000000000880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000004444004000044000000000000000000000000000000000003040000003344433003000404444444444444444444443333333333333333333332222222222222222222111111111111111111111111722255555555555555555555555555555575555555557555555777777777777777777777777888888888888888888888885585708880000000000000000040000000000000000000080000000080000000000000000888000008800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000040000440400400004400000000000000000000000000000000000344000000334443303300040444444444444444444444333333333333333333333222222222222222222211111111111111111111111122225555555555555555555555555555557055555555785558577777777777777777777777788888888888888888888888558870788000000000000000000000000000000000000008000000008800000000000000088800000880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000004000044440040000400000000000000000000000000000000000034400000033444330030004044444444444444444444433333333333333333333322222222222222222221111111111111111111111112222555555555555555555555555555555755755055578555857777777777777777777777778888888888888888888888855887778800000000070000000000000000000000000000800000000080000000000000000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000004444000000440000040000000000000000000000000003003440230033344433033433404444444444444444444443333333333333333333332222222222222222222111111111111111111111111722255555555555555555555555555555575575555577855555777777777777777777777777888888888888888888888888088808880000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000440400440004400000000000000000000000000000000000344020000334444303340340444444444444444444444333333333333333333333222222222222222222211111111111111111111111172225555555555555555555555555555557557555557755555577777777777777777777777788888888888888888888888008800880000000000000000000000000000000000000008000000000800000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000044040040004440000000000000000000000000000000000034402000033444430330004044444444444444444444433333333333333333333322222222222222222221111111111111111111111117222555555555555555555555555555555755555555775555557775777777777777777777778888888888888888888888880880088000000000080000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000004404004000444000000000000000000000000000000000003440000003344443033430404444444444444444444443333333333333333333332222222222222222222111111111111111111111111722255555555555555555555555555555575555555575555555777777777777777777777777888888888888888888888880088707800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044444444444444444444333333333333333333333222222222222222200011111111111111111111110000000000000055555555555555555555555000000006666666666666666660000000000007777777777777777777000088888888888888888888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000444400400044400000000000008000000000000000000000344020000334443303340340444444444444444444444333333333333333333333222222222222222222211111111111111111111111172225555555555555555555555555555557557555507755555577777777777777777777777788888888888888888888888008880780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004444444444444444444433333333333333333333322222222222222220001111111111111111111111000000000000005555555555555555555555500000000666666666666666666000000000000777777777777777777700008888888888888888888800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044440040000440000400000000800000000000000000000034402000033444433330304444444444444444444444433333333333333333333322222222222222222221111111111111111111111117222555555555555555555555555555555785755550777555857777777777777777777777778888888888888888888888888880008000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000444444444444444444443333333333333333333332222222222222222000111111111111111111111100000000000000555555555555555555555550000000066666666666666666600000000000077777777777777777770000888888888888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000004444000000044400040000800880000000000000000000003440200003334443333000444444444444444444444443333333333333333333332222222222222222222111111111111111111111111722255555555555555555555555555555570576555077055580777777777777777777777777888888888888888888888880888000800000000000000000000000000000000000000080000000000000000000000000000000008800000000000000000000000000000000000000000000000000000000000000
